PCA1,PCA2,Labels
-11.811683296738845,-1.267635645923606,2
12.813181691917356,-1.2413982562300374,5
-2.280012484003856,6.482884648213384,1
13.171346225472238,9.29109001125391,7
-10.968374671668998,3.298796923089396,2
-12.628071853988542,-0.6712734894944274,2
4.534082192487112,-5.183675709245099,5
16.547417376304473,-5.412981363545699,5
-17.05285097083214,4.860798654192829,2
7.284416939710145,-5.535210954578085,5
5.264501102584512,-12.961031540420189,5
-8.726883071953857,-6.3915904675317785,9
-7.242784310444648,-3.9967234963701306,9
4.794779491701287,-4.789145013332741,5
6.997354034892525,-5.734793614402995,5
-13.846112446070014,-0.6151254631612009,2
18.600579527794284,-1.2891561064798012,3
-21.095464253633413,0.7210102558852176,2
-20.500625903344535,8.73971049562497,0
-24.786695575994298,4.6232216666970825,0
35.79221253601948,-5.848788239931801,3
-15.383503533441843,4.5427517207412285,2
7.188366834067283,0.7975030251279991,5
-2.0044495727874727,2.365614546763803,1
-7.907325989816332,1.718307539278984,1
-7.376302386661431,-15.748491141996665,9
2.893300896673902,-0.004168072499362019,1
0.8344258758688623,1.156179384732805,1
-45.477169115472776,0.7036022344168877,0
-14.759019286854016,-10.846840743051972,2
-20.295143555790958,1.1114360666519039,2
-7.825084496329849,-2.1880603599046493,2
-12.094154802862736,-8.139646742671413,2
-0.6929712031945634,-10.76839770355218,9
0.878791696650572,-5.978445618788388,9
11.301700958434246,-11.413506631576603,5
-9.957596511762615,-5.027594022364664,2
6.8561039257247725,-4.146643201903312,5
12.692641905976851,-2.891124362422983,5
-24.011808000300334,-0.2909715177119985,0
-12.721956795383694,2.40459178656179,2
20.84241696691783,-5.022324043923001,3
10.295737495052027,-1.049437725325737,5
-7.890650040268185,21.47937187844894,4
-11.491786550839205,5.454657473034714,4
0.09611962938535179,1.282091094022387,1
-2.2057651726436998,9.688830195859785,4
19.012010946643052,-4.29462463433064,3
7.93247145373471,23.382262521454756,7
-3.3678545179154864,3.6021111647737114,1
-3.1380869870784354,-5.820145326715387,9
-5.877764839790528,-10.005623690328676,9
5.3779829422982,9.615389183296363,7
10.80250922301341,-6.896957657946113,5
-7.1832028850239995,-2.483819020372095,1
-10.70046946669562,-3.168863516683861,2
-16.480597971119344,6.060001540161453,2
11.499297960977064,-1.1912117848527828,5
17.344364302844674,5.110208139153325,7
10.246086859671639,5.744707235717502,7
6.303639904089327,8.62354210496121,7
-19.37928375971082,9.273841694263355,4
7.634612612507723,5.230540730795202,7
-16.689832577299878,5.725357159463878,2
20.37989365213598,-0.19518814285073915,3
-28.383823486322463,11.199458287712153,0
0.5922009001725383,3.645599785497714,1
-26.747912908969308,2.462721483512066,0
-3.5169702135282166,1.0991573743203513,1
24.086825529541933,2.0751093849416886,3
12.526738632764738,-0.40893885785403583,5
7.531296293265087,2.9373602327149717,7
-22.07790258880079,1.4015321140639783,2
-38.811846494877926,-46.35325264837796,6
16.69796420168442,-4.116133212258352,5
-33.41323963195153,5.663956389625644,0
-12.253850517261291,-3.390700912613166,2
15.145794770683242,-7.865126750874726,5
18.235624503873776,2.880650727187108,3
-4.169019522693324,7.54856353049856,4
19.95673180342633,-3.946874490501256,3
-20.72330529105108,2.29597215416688,2
10.830976058546705,5.802666431110624,7
5.230560433665669,-1.5135986188990787,5
10.29769474903626,0.34723470098558007,5
21.309663530183975,7.302547012100516,3
-13.132453377065403,-35.547365391172846,6
1.4808121427090906,8.554330300120798,1
-5.048841687221479,-6.353541458635854,9
-7.691859331419165,-1.0687469924094288,1
-3.3706844476046554,-2.686437897917516,1
15.302293046417917,-1.9583575921516392,5
-14.444452790400607,-11.296500355414153,2
-10.940353390458771,-3.5252678266145607,2
9.03422577701582,2.0429910526247044,7
-10.04449643701868,12.688119716652086,4
1.102527196761678,-1.7952404439219891,1
-5.0783686871531435,-7.307646868262987,9
-16.61933642709139,17.188254178396804,4
12.513240987791148,2.7849950519013356,7
-28.29592512852876,-13.712488120216427,6
3.105277646969318,-1.664816753503233,1
15.760944962809312,-3.1008974986577984,5
19.752771627893488,-7.532424498984492,3
7.664380690664264,6.926472238361381,7
2.5944526549081735,4.316104942538802,1
11.351318272661377,-3.458454482766578,5
19.913318598602277,0.4808773433337086,3
-20.77031568049947,-5.057353700553765,2
-6.278567767622733,-7.5187318972076636,9
2.0495108284188146,-2.153396503480519,1
8.071745255539753,5.034290601047107,7
2.9758088437799577,-6.71377805324819,5
2.5802808164779805,2.1499525943072064,1
19.06878070644019,0.486580364839579,3
16.26095326083268,-11.68580162048897,5
-24.040334352024214,5.006076592915692,0
1.1231216980790606,-20.378058454049462,9
-12.994673422981284,0.3051691617354715,2
17.18305212292388,5.506999495356579,7
-4.646647768251719,2.8719538571965773,1
0.9433324182179748,-11.618036559217416,9
6.538271373050194,0.5391205332828637,5
-10.998957336835208,0.685558660254062,2
27.994021721299845,-3.9032544500637574,3
-1.637117460436694,1.83355491825614,1
15.503439797342487,8.22455689323016,7
-19.391672408441913,5.403935708609597,2
26.316918310626352,-2.5563708923322555,3
-3.7199793008472275,-4.786034400902634,9
14.932023680155126,4.158451917138048,7
-23.6623274720154,-14.538435562484263,6
35.4378827816813,-5.8070041822763105,3
4.689157321957464,2.0564288709437335,1
17.009974721560916,2.2308884045195088,3
-11.86542804320985,-9.343334886830267,9
-3.1091229003108563,-1.6200108886546472,1
-18.29556912771121,19.47712016612618,4
14.057727744732151,-5.450047850211444,5
-26.558455936493154,0.7286470362535606,0
-3.5408577311473115,8.14060502517087,4
-3.35940428995313,-5.395676808814209,9
-23.749415648729723,-3.8114566542398265,2
20.0439910207678,-1.7607766882406697,3
16.940681240225935,-5.850176245160105,5
-5.482272878610038,11.6930594585957,4
-17.841906693050163,-1.9705931902671008,2
14.93091898822535,-7.812231973875813,5
8.725036562599433,3.578149820312488,7
2.768551405812077,-2.4097442728383065,1
-17.95282694754457,5.911393726516687,2
-13.25709976496099,0.563252454154342,2
22.617821282516896,8.471576636050743,3
-13.540657169522964,-1.6180894259530056,2
-10.15118546804343,8.367563541562166,4
15.183160691037173,7.237629663692258,7
11.152075636515516,2.438316810197424,7
-9.015014996549244,7.594106112137712,4
-27.421564355972343,-9.44542252828622,6
-21.281144384991574,29.131999839351703,8
5.820187072474846,9.986944151283483,7
15.827887817801315,1.3785272427686142,3
4.8115537715145775,2.603989991205614,1
15.502511947256727,5.869285176283254,7
-11.956149710117394,-31.195199471238443,6
-0.4990072736531954,7.4355100692324285,1
1.9126442179595462,12.038656342500744,7
-15.10904171816525,-7.595629910194094,2
-2.4415172246751875,5.114911561105764,1
1.499028007771543,5.53706902135392,1
-23.49193792547587,-7.9705152793406775,2
-39.53728562619476,-3.167696755524238,0
13.423069962109714,-2.0833057596878115,5
-15.184033698388514,0.5677405316746178,2
24.768415746462328,-1.885646261475662,3
-10.928886427971904,4.904165133102024,4
8.511400352202958,-4.150594162738043,5
-6.940590922845737,23.95179613011318,4
16.43150749602315,-2.5147197326449575,5
-16.973737328202954,4.696711657255872,2
-10.953621314234685,4.078671021213175,2
-33.29892969038762,-27.632986688322127,6
8.24989899200865,-2.890620739454942,5
14.196235158266948,9.91067225500676,7
-10.419120827778164,8.287868559845835,4
26.97943751620302,-0.4063567365698493,3
8.649499578974362,3.667596272116601,7
-1.545105886145995,-3.1603440501742686,1
-1.8680406714637647,-5.389834223638417,9
10.1056127411309,4.900077490456601,7
6.561632846184997,-9.389017056620782,5
7.012892377193568,1.7256887890998054,7
5.806152604482825,5.827957958107826,7
5.533043439928133,3.5330834512751057,7
-3.817280333512814,5.654451260947409,1
-22.27404666738985,-37.15245702986063,6
-11.05818882969562,-10.839313435658248,9
-15.672226242023797,4.966154119325626,2
-19.022868203636992,4.05644779576285,2
-15.843578552507502,-0.6816190821489112,2
1.8289754636465125,9.443586771624163,1
-26.06486474476204,-4.671984644709148,0
10.578272515463041,2.7274558764581305,7
15.847657639051938,-4.246851523815532,5
17.320141775562107,-11.369368367321696,5
-12.049229851823489,0.4813458810065496,2
-1.0906814881976348,4.215623276348643,1
-10.550117386013872,-4.085757293816208,2
11.30123701107372,-9.651020299247438,5
9.622627563782602,-3.3618382673429443,5
-12.692242309917315,-11.842173121101926,9
-26.85620789901522,-0.6349674832281682,0
18.256715781160786,9.077976184702258,7
1.658976420677213,-14.888663668134988,9
-26.204439903322942,-0.9256344379349688,0
-19.85899520808605,8.216888971073814,0
13.384406141786872,-1.455973044431662,5
18.13934464197777,2.9332865176687566,3
17.83710555010476,12.828467342430843,7
5.240148365549692,2.130394046086234,1
4.653914616741178,7.306013207415227,7
-4.617308434159334,-7.726173155655713,9
