TSNE1,TSNE2,Labels
24.15951,-3.5365257,5
-60.246857,26.142303,0
46.320374,-27.128448,9
29.20169,-6.3853016,5
9.154585,71.42739,8
-48.78594,60.758606,0
43.838215,-56.740524,9
66.69104,28.102818,4
60.702248,-2.016981,1
8.674556,-74.379295,7
-2.2237563,-73.3901,7
-59.110435,39.049797,0
-9.370029,32.993458,8
31.905836,46.56729,8
40.31795,-50.451344,9
35.147476,50.718334,4
104.73664,-17.413635,1
61.482697,-21.619095,1
50.265392,-43.00313,9
3.0832865,18.397577,5
-50.9093,7.684586,6
19.178646,-39.856037,9
67.38035,32.79524,4
63.911057,-40.387115,9
13.670693,-13.270822,5
-28.489891,66.55605,0
-45.953163,-26.955566,2
-8.695663,-53.47925,7
72.70421,-5.339511,1
14.178041,-75.29645,7
-83.34116,-41.446487,2
75.275444,40.610588,4
36.015728,-26.203419,9
-36.175377,19.52346,0
6.4661536,-26.482355,7
12.347722,-24.991278,9
82.51555,-36.96251,1
66.44607,-27.714302,1
-80.29845,18.068125,6
-38.067963,-13.67134,3
39.485485,46.674023,4
-34.861282,-64.041145,7
71.90063,61.451496,4
-39.032104,-10.081614,3
-87.69117,17.715979,6
6.2303734,-40.455917,7
85.47059,-20.059124,1
-2.4876587,-53.109695,7
34.434,48.588875,4
6.6479435,-22.154333,3
-78.678986,14.05282,6
74.35543,-7.5630064,1
-43.615036,33.36728,0
3.394086,-58.311096,7
-98.029175,-2.8295364,6
91.31758,-21.423874,1
16.563698,-28.750164,9
63.377197,3.170978,1
61.77724,27.342215,4
41.112396,-18.873808,9
85.91404,-20.172106,1
2.1375678,-31.801043,7
-77.2102,27.496548,6
-37.44595,14.358164,0
49.04461,-6.7882876,5
-30.2501,67.03852,0
-46.23502,-3.507824,3
81.40759,34.39986,4
15.881275,-14.44974,5
-6.0897985,43.149433,8
79.82247,17.951248,1
-67.43714,46.592777,0
79.21401,51.681213,4
-94.67815,-3.1578872,6
-6.923739,12.631505,3
102.10898,-13.857428,1
-84.90338,-7.3482423,6
-45.345165,-50.308033,2
29.75626,19.343647,5
71.1772,-8.191878,1
17.12759,-4.1298037,5
-46.779243,0.84515214,3
-56.68894,-47.039463,2
-13.195236,-38.896328,7
59.181736,-14.715851,1
46.967487,-13.122307,9
64.03244,10.053328,1
-47.242386,-33.489635,2
-9.601358,-13.76594,3
9.970756,-1.9291502,5
-49.190365,59.383305,0
37.88293,29.15251,5
-47.88477,9.776193,0
13.998591,-2.6265662,5
-40.63992,38.463684,0
27.39311,-33.937233,9
-42.090782,11.807671,0
-52.009144,13.564911,0
0.124708,-1.3789386,3
11.466732,15.284185,5
-31.395992,-16.552391,3
-70.57094,-35.170326,2
-42.6451,52.642433,0
88.28878,-12.816118,1
-54.96417,12.179275,6
-14.305152,-32.301125,7
-30.447922,15.218539,3
-84.74522,37.751812,6
-58.91622,-17.162874,2
-14.941965,-40.713696,7
71.61757,35.73082,4
-29.276806,20.030563,0
2.2252567,-18.815437,3
-26.138212,34.72543,0
74.30636,41.955788,4
37.170116,-19.444908,9
-56.01783,25.317734,0
77.89811,17.839746,1
90.64947,39.607796,4
93.99027,-16.299915,1
-22.39786,34.018463,0
-14.500241,13.328771,3
-25.644526,-75.15558,7
-18.731592,-9.308974,3
-5.6331267,6.3732476,3
78.90305,40.608288,4
-30.372253,-51.000446,7
-63.346317,22.82214,6
-82.64241,-8.388405,6
55.38529,-6.256384,1
4.1666236,11.2381115,5
-1.5691607,-36.52732,7
-56.975643,5.8849964,6
46.200623,-52.71794,9
48.16615,22.160494,4
