TSNE1,TSNE2,Labels
21.959055,-28.395924,9
-9.386485,3.277496,3
0.39234677,57.958805,8
1.1092898,10.500871,5
-61.882404,-21.64506,2
87.23291,-20.419483,1
-81.22739,-48.76417,2
29.327183,21.83549,5
77.57793,-37.70635,1
-68.542274,-47.614166,2
-23.63724,-39.389565,7
38.75179,-63.079807,9
-88.45793,15.232887,6
11.893332,-16.129387,5
61.08497,54.90633,4
31.864882,8.032827,5
-18.021133,-32.152405,7
38.549335,50.955364,4
-8.706011,-23.522995,3
47.53534,27.75353,4
-15.863621,-13.629764,3
22.553463,68.36491,8
-3.6204958,33.674973,8
-37.10474,31.975147,0
5.0804706,-75.912125,7
24.281008,-64.32742,9
-8.690907,50.919052,8
-41.069717,-58.987263,2
52.568798,12.588375,5
-14.665425,-1.7094257,3
-66.73123,-28.319374,2
15.09202,-44.83102,9
-55.09186,19.927938,0
-83.191956,-32.233448,2
-40.4364,-11.65655,3
-26.149048,-33.247864,7
9.472503,44.24337,8
-21.615187,-10.8760195,3
-72.93406,-7.2704597,6
63.227768,-0.5808283,1
14.7123,-47.145725,9
14.789292,19.707272,5
-4.603674,35.723835,8
6.4188476,69.663536,8
3.2616477,48.024128,8
-45.212337,57.322178,0
-88.268715,-22.891933,6
-67.039764,23.6545,6
-9.767465,24.666994,8
28.798933,-33.294373,9
-44.773132,35.315376,0
-100.78507,-1.0663537,6
-22.005999,-27.974958,3
-93.51703,1.55926,6
71.63401,6.4121695,1
-9.192259,-39.23549,7
58.4869,-36.433395,9
-87.04517,3.0256143,6
53.71048,-6.8941255,1
-43.674675,-2.867846,3
2.7655845,12.686059,5
100.15699,-10.231089,1
-14.472715,-15.028988,3
-72.67164,-45.511066,2
-33.08551,31.06499,0
46.250313,13.520029,5
-25.933537,-41.546474,7
52.89424,37.496574,4
-0.8617359,-28.429903,7
34.182552,68.75866,4
-59.567913,-50.779343,2
-16.40029,17.2402,3
10.058308,59.432983,8
55.284184,54.69222,4
13.783018,38.101818,8
37.42046,26.428488,5
70.485435,5.7296143,1
-13.854187,65.200386,8
79.57972,16.951933,1
14.670851,-7.443332,5
-54.551117,-14.849458,2
18.29833,-23.527683,9
-38.83306,40.348026,0
-14.614775,30.291443,0
90.79593,-8.735577,1
46.31421,73.52279,4
-91.29667,-40.331856,2
2.7901325,-21.867006,3
49.801853,-5.763539,1
-67.899895,-63.016975,2
-27.876804,-6.8417068,3
56.906097,-8.6747465,1
-9.26575,-22.245705,3
-12.626284,-68.78899,7
-70.04173,2.2083166,6
48.282562,69.31659,4
59.419,53.39351,4
-22.807652,33.147068,0
-27.175312,4.8402023,3
-9.694466,-22.338354,3
31.8336,-3.0440464,5
34.779823,-25.500605,9
-9.756996,4.001083,3
1.3126385,-0.22053374,3
-53.098434,13.23382,6
-19.307196,19.052395,3
27.181404,50.451878,8
-22.227652,-26.81916,3
64.85294,-22.509779,1
76.379234,-22.752645,1
56.809864,65.87927,4
64.93447,-10.777142,1
9.191778,-79.04726,7
47.041096,-6.9606256,5
65.38798,-31.47297,1
-49.86357,43.956066,0
-23.25872,-72.55003,7
15.37849,14.996406,5
-77.53229,-23.624664,2
-9.096577,-52.15293,7
-33.41319,33.029686,0
-50.350143,11.695426,0
-79.65019,10.55113,6
-2.9790149,42.970146,8
63.74617,-10.32586,1
14.724243,19.68557,5
-51.922882,33.560703,0
71.90534,-34.32125,1
82.55862,-14.088776,1
76.9026,44.915962,4
-9.662771,26.466711,8
-70.86658,27.85461,6
51.542656,-33.5112,9
-64.305145,11.727277,6
53.11002,32.679737,4
27.640966,-50.61307,9
21.45488,-46.44727,9
-36.486572,7.6016254,3
44.83412,-50.96225,9
32.952255,-26.003923,9
-41.029663,-52.83919,2
52.54411,-36.82616,9
-80.957054,-49.333405,2
-69.111,44.32727,0
-71.730446,-14.177622,6
58.757042,66.12883,4
-2.5865412,-31.82002,7
-36.34353,-16.911331,3
-48.393154,-55.067745,2
-71.69771,-39.050575,2
-55.27648,7.6195436,6
-40.353146,12.193924,0
-88.28494,-33.775803,2
-24.065157,-58.850212,7
78.544914,22.365995,1
-8.045672,-54.02476,7
66.0076,1.3718514,1
-0.68101376,26.155441,8
86.19868,45.583805,4
37.806156,15.184281,5
-20.078293,-2.9906864,3
48.583817,35.406273,4
73.74791,3.4726276,1
10.312992,-33.879803,7
-43.925983,0.61940277,3
-9.762873,-75.713524,7
82.071556,31.779993,4
7.499083,26.62388,8
60.114277,-23.797194,1
-26.09062,48.816864,0
14.503599,31.181797,8
-32.40743,-25.35543,3
24.945688,40.937805,8
29.464243,30.473137,5
-31.407919,28.151794,0
32.846836,2.2446697,5
-39.25083,-57.867542,7
-81.55074,-41.487923,2
-84.89453,-13.313755,6
-24.846085,-47.77715,7
47.00693,75.29258,4
-49.47728,29.63286,0
-90.42181,-5.5876627,6
-1.2773969,-33.510426,7
39.58833,26.796888,5
-86.7679,24.730246,6
78.50053,-39.039097,1
-33.49853,-33.749317,7
-26.409948,-18.991352,3
6.7973475,6.1484275,5
-49.832516,-65.17835,2
-65.97615,-27.449812,2
74.92503,18.931196,1
-35.949795,-60.182953,7
-15.381382,-40.898834,7
-20.988447,-5.913805,3
-75.83073,-20.71772,2
70.88649,17.265331,1
-71.30472,-49.219177,2
-80.516365,-2.390642,6
-58.247868,30.917465,0
88.854225,50.043896,4
-66.32817,46.902786,0
27.868895,-60.00892,9
88.35476,-37.51012,1
43.902042,54.77275,4
-61.685417,-16.878174,2
45.30261,-62.009056,9
95.69717,-14.985061,1
-19.68085,28.456553,0
18.146797,39.620197,8
-25.42072,-65.36342,7
-17.532606,-28.99727,7
81.19208,56.287376,4
7.257717,73.86731,8
60.881287,-3.9864128,1
-31.084291,53.643456,0
43.642075,72.32023,4
-29.84059,0.61448765,3
-68.48634,-8.72082,6
61.147797,-14.786077,1
30.59877,-26.24583,9
16.719898,67.78318,8
-7.758502,48.15598,8
-51.937836,26.317549,0
-70.64215,-45.49146,2
43.042877,72.49229,4
71.66573,40.96769,4
-53.04929,58.595844,0
-54.370255,23.94074,0
75.805084,-12.429653,1
-9.15463,-68.67374,7
-1.883926,-15.540685,3
-11.414448,46.477757,8
-35.672264,-65.226616,7
52.03422,-58.37836,9
-75.41507,-17.73406,6
15.16845,-24.182602,9
12.164854,-3.8815582,5
22.782988,59.478695,8
37.42136,20.51562,5
-51.984535,7.212234,6
34.67818,-8.945114,5
-11.688855,14.5682745,3
-84.31114,38.866867,6
-34.410946,26.263456,0
40.329727,58.337566,4
-37.534443,51.081673,0
44.49204,-11.19607,5
2.8694744,-2.344865,5
-37.910828,43.7828,0
43.96471,57.76554,4
-96.79053,-25.597975,6
-75.58867,-20.699715,2
-24.121286,68.412415,8
-5.272993,62.022434,8
83.637535,-2.5969062,1
-20.611118,0.82892585,3
68.01875,7.049807,1
44.805958,-16.503529,9
65.8468,45.830116,4
62.801388,7.1623693,1
-55.375816,-25.241558,2
-17.2147,33.058014,0
-21.57303,-14.267804,3
-60.98866,43.81674,0
25.271816,-51.812366,9
-17.630457,49.774754,8
14.126509,-68.72749,7
-9.24737,-25.316607,3
-33.228703,-19.263182,3
21.073166,23.342432,5
70.540565,-6.1530576,1
13.932416,24.711637,5
-43.657818,19.935738,0
-21.985401,-19.277376,3
-27.566326,7.324446,3
-49.142727,-15.146666,2
24.114336,32.56394,8
-12.931601,59.988647,8
2.2885582,-49.671432,7
70.83351,-0.6822634,1
-47.26403,-1.246457,3
-35.954292,58.75696,0
-76.20811,6.302315,6
-45.40359,-37.36691,2
3.1230702,14.299909,5
-5.7524667,21.407085,8
30.254526,-8.455193,5
-58.87774,-37.50276,2
-85.92359,28.792982,6
-37.131157,-47.255383,7
-4.381099,-18.164219,3
55.166542,-7.0725083,1
92.67142,-16.356752,1
-81.05723,21.936764,6
-34.623116,-47.75649,7
-25.741669,24.333626,0
-19.207083,38.456364,0
-98.07299,-0.13592085,6
45.602478,28.527699,4
-58.490456,11.769613,6
-70.59882,4.3247313,6
-4.5957055,-28.675375,7
44.724735,-50.987976,9
-69.170395,-9.922449,6
52.15589,-5.637389,1
-24.100727,-74.54535,7
-54.184055,-26.343557,2
28.703167,-11.994098,5
16.370853,38.935177,8
56.536163,65.09881,4
26.85998,-2.1780286,5
48.972263,-6.865841,5
43.932247,64.14908,4
35.228523,45.171875,4
-81.82561,-54.421555,2
-60.337807,-5.180835,6
-63.238693,-34.589535,2
1.6795025,0.18122429,3
34.224495,16.384726,5
-100.28256,-2.4297397,6
76.586815,-38.310505,1
-98.15128,-18.400175,6
-65.39062,47.049644,0
-0.29030892,29.995544,8
75.63933,29.446306,4
67.10947,-9.666695,1
-34.72603,64.09549,0
30.91367,26.943027,5
-73.49869,-19.451982,2
-10.631258,-38.031857,7
-56.90097,-12.011667,6
-57.65527,-25.76319,2
-33.839798,-47.832085,7
14.863674,11.982498,5
2.898925,-80.312706,7
-0.6728313,-42.868233,7
-36.931927,-55.396732,7
61.765392,-15.851139,1
68.36685,65.79344,4
-27.394245,45.131157,0
-37.29667,34.672832,0
64.76657,-33.62396,9
75.331894,-10.747423,1
-0.50879073,64.93816,8
33.2569,44.919975,4
7.561604,-0.27243635,5
44.62189,14.178257,5
58.83166,24.658447,4
-99.05134,-1.3624835,6
47.143467,-35.979424,9
-35.600983,-13.226049,3
-37.982525,-13.416784,3
48.634598,-2.0763032,5
-25.549828,-2.91445,3
9.9665785,-1.5647019,5
-35.1994,52.953365,0
34.758125,32.677094,4
-42.385754,11.728138,0
20.634562,-51.049393,9
-50.078304,28.261307,0
-25.529938,21.535812,0
52.986687,-18.920229,1
28.812452,-60.36265,9
-46.41107,-34.923786,2
-29.729406,61.078415,0
-33.67797,-33.771694,7
-32.11464,13.9118595,3
69.26331,-42.885727,9
-97.89072,-1.6567512,6
-28.760885,-39.53409,7
19.070929,47.710083,8
-2.5932949,-35.721985,7
16.504732,-33.75429,9
-97.70637,-8.651496,6
-52.0572,0.28567514,6
-40.524483,6.8035355,3
-12.298477,-25.955116,3
11.171305,32.74942,8
89.91902,-35.25482,1
-23.801754,63.313393,0
-9.730743,55.03836,8
-7.769161,66.91847,8
-50.047047,56.750195,0
31.092373,-52.665287,9
-42.125866,-0.18874031,3
-43.305424,-3.6026769,3
58.760807,-27.253952,9
-83.58007,-19.724777,6
-26.482664,-63.46093,7
-42.55894,-3.2739856,3
66.57449,10.892113,1
-28.705364,-34.78042,7
-25.483145,-8.83701,3
-41.45679,46.1564,0
-52.91532,-49.90546,2
-36.663567,18.25327,0
42.706696,-23.721622,9
-11.02725,-66.44547,7
-12.041156,49.28508,8
58.506382,-11.312884,1
-23.702612,-50.98456,7
-1.8232235,-63.619026,7
59.32999,-32.623745,9
-41.06917,26.783247,0
-8.537753,27.348951,8
-0.3637371,-83.09309,7
28.106834,-60.16104,9
81.58013,53.86493,4
12.617053,49.217213,8
-16.861877,-18.521765,3
12.40412,30.402956,8
32.63145,-11.040394,5
14.862799,-7.5289454,5
-21.514977,-8.444472,3
-43.542603,14.062164,0
82.10427,13.122146,1
-21.234455,52.157276,0
44.845543,17.023663,5
-51.407513,-54.389,2
-47.17681,-27.113749,2
-10.881604,-17.225483,3
-7.5827575,51.692425,8
65.56158,39.265133,4
50.82723,59.676613,4
-62.328434,-17.034105,2
-37.568813,53.73335,0
-35.859562,66.3192,0
83.23004,17.542387,1
11.35008,-42.726532,7
89.669044,-27.871647,1
-81.39587,-16.449911,6
-82.17135,14.985289,6
31.778345,-32.656494,9
-45.33186,-62.75697,2
66.681046,-8.886097,1
79.72279,45.88719,4
-26.12482,39.209507,0
-55.9223,-14.071766,2
5.813196,56.268192,8
-41.50648,-68.21705,7
20.248144,-59.850872,9
89.65259,47.94771,4
52.702393,37.415607,4
-52.48708,9.61271,6
-34.24022,10.812099,3
-66.43904,-25.42382,2
17.288113,-58.401672,9
1.406523,3.2994041,5
9.576093,9.6478,5
-33.816097,22.078526,0
-37.9596,12.769144,0
-28.558872,-72.09679,7
41.45303,50.41432,4
-1.4155998,45.97222,8
75.69939,9.64432,1
55.07491,25.87722,4
3.0800204,14.222381,5
-22.81142,72.22905,8
-48.495266,41.35045,0
38.8936,7.4753156,5
33.16443,72.147575,8
-0.35834545,-48.90436,7
-93.54824,-24.439817,6
-29.624828,-3.3429005,3
67.70132,66.66908,4
14.061651,-47.1593,7
79.74534,8.4192505,1
89.30963,-18.559355,1
-48.26079,8.322108,0
32.812145,24.520395,5
57.878014,-0.5353205,1
61.57495,62.14649,4
-9.250635,60.24721,8
-6.522851,30.748991,8
42.719616,-28.411314,9
-35.563534,58.69352,0
12.04002,-12.237762,5
5.0844207,38.43274,8
73.635925,28.812744,4
84.26433,41.937534,4
-97.28174,-8.0232725,6
-14.967191,24.266403,0
88.96115,-22.12342,1
-54.682064,19.908928,0
-66.545395,17.098248,6
-58.353893,-55.446213,2
-23.270868,-7.6257176,3
81.46351,15.58215,1
-24.301826,-58.686806,7
-33.809822,-8.209427,3
-97.02429,-4.9341645,6
-12.713889,13.261175,3
-28.837576,44.711346,0
-47.92758,10.728946,0
7.356103,-59.260216,7
-29.31279,37.286644,0
-93.53149,-29.839548,2
42.07575,58.165665,4
-34.766403,-63.18182,7
-7.582467,-42.000977,7
-9.03995,22.09376,3
-66.06697,24.185345,6
-92.1133,-2.8634493,6
59.499794,38.791885,4
-25.131962,-49.793762,7
-33.795864,-0.46685424,3
32.948742,-7.9098177,5
-34.493946,-44.620937,7
-67.61434,-54.73565,2
-89.14242,4.7614627,6
67.49981,-41.40734,9
-59.831207,-50.67625,2
-61.919254,25.693476,0
2.0700865,30.639284,8
-40.74257,19.405293,0
64.13575,-41.966286,9
0.75830567,73.23688,8
-69.02485,-61.55858,2
-100.96247,-11.827199,6
-36.60163,38.038494,0
-42.439217,11.109477,0
-52.30461,26.673586,0
-88.803375,4.605518,6
45.250984,58.37747,4
42.410843,16.833689,5
91.04656,-35.208744,1
14.785696,73.3083,8
26.32579,7.938784,5
31.82379,14.82509,5
-82.22125,-48.942513,2
21.017702,39.29486,8
-62.886482,39.92951,0
87.22363,48.5175,4
-7.843845,-17.8067,3
76.086044,-26.713495,1
-87.44088,-3.6237545,6
-20.96622,33.8656,0
-74.98909,15.500337,6
-47.7242,-13.917513,3
31.956373,-48.557766,9
-31.338459,-25.489878,3
68.61453,-6.6701765,1
-65.76174,-50.52232,2
24.77877,30.376505,5
79.93507,18.144936,1
67.43903,0.102138266,1
11.781507,65.80019,8
98.924,-16.96643,1
24.816462,-23.85052,9
-62.55215,40.097336,0
-39.451202,31.325184,0
23.628338,46.677322,8
39.26519,-20.987759,9
33.9328,53.28159,4
-0.08950499,16.561361,5
-40.483395,-61.107273,7
-51.94806,-56.060963,2
80.2274,18.092321,1
81.489265,43.831184,4
-53.320827,-5.332779,6
-36.465332,38.85048,0
-56.497787,45.27514,0
-81.124916,-49.441223,2
-12.299092,5.1848645,3
69.96342,40.012966,4
35.735363,46.16217,4
58.488766,93.88839,4
-85.98438,-23.797157,2
37.268635,17.188087,5
-82.428215,4.6837573,6
62.039883,42.26657,4
5.6930757,5.4578094,5
64.93037,14.000622,1
15.952635,-35.55276,9
18.929985,-18.692408,5
-6.2183867,-56.71491,7
12.954143,-18.744463,5
37.93496,-4.7020063,5
61.551613,23.285078,4
17.55291,7.9608307,5
-8.901218,-60.232277,7
15.567263,28.561674,8
-96.19465,-10.370706,6
81.51251,-21.52082,1
-36.80025,-5.8787127,3
11.994273,49.764694,8
-19.861748,-52.01087,7
-19.509651,6.254864,3
-58.349632,-55.466385,2
-31.939892,29.01498,0
42.85529,24.720222,5
-2.5362659,-6.389373,3
36.88841,19.864677,5
36.505875,75.280624,4
66.51476,36.22187,4
4.604173,23.10843,5
-40.16638,17.857372,0
10.799412,21.787666,5
-41.103935,12.619967,0
12.258868,23.434864,5
-32.086174,-22.868826,3
-80.05989,-32.94201,2
42.27777,-37.085175,9
73.283844,27.599375,4
-51.45299,24.089458,0
8.118462,-6.611792,5
-41.163017,6.794105,3
-6.7999325,-36.53094,7
-78.57747,-36.698326,2
-44.907673,2.7187166,3
-80.22346,24.986334,6
27.049002,44.95984,8
-14.076282,-7.871237,3
2.6245513,68.040695,8
-58.479034,-12.451092,6
50.927307,-61.98444,9
-13.421871,-3.0259962,3
-28.587975,-72.008156,7
5.1797495,-67.77685,7
-8.6688595,-23.14603,3
-50.140583,43.849464,0
-19.986904,9.447674,3
-93.511795,-1.5387837,6
20.487526,-20.687366,9
54.178387,-2.1842642,1
-7.48765,-46.31281,7
-69.65639,-13.587695,6
-16.770502,65.05051,8
38.704002,-7.538003,5
-1.719955,46.46718,8
-79.17304,34.504436,6
6.575237,-22.10985,3
-93.677414,-20.698599,6
-2.908284,15.680753,3
-15.675303,-40.325214,7
-81.42238,-57.46854,2
-42.75271,10.725908,0
36.4242,-53.689175,9
-40.830036,46.453247,0
-76.42897,12.048518,6
19.999153,-25.576468,9
72.60263,-33.911983,1
92.523254,23.380625,1
10.104705,28.802805,8
11.425255,19.282043,5
68.71687,-0.36542773,1
103.85345,-17.994444,1
-46.493027,-8.390436,3
41.272003,15.888019,5
-10.445327,19.324396,3
-42.546116,59.275024,0
-2.9008934,-18.795431,3
-64.69135,-3.1810439,6
31.308876,6.0229425,5
-40.354527,-24.700586,3
-13.457662,75.33183,8
-24.565516,-31.228485,7
-45.782295,-46.27139,2
41.902523,-30.475296,9
25.460398,-0.99338204,5
-26.490322,41.55018,0
-51.708157,19.346264,0
53.942875,-78.698494,9
-23.74645,24.198336,0
-69.17091,-34.163425,2
-57.26277,-49.120396,2
5.224062,-64.33989,7
-23.537092,-63.73585,7
77.348755,50.241116,4
-83.3857,23.209873,6
-90.29724,-16.53208,6
-40.605846,51.484272,0
-16.218548,18.610378,3
38.204475,-30.21482,9
-86.05194,33.813118,6
-64.47236,-42.289528,2
-55.032852,-33.71128,2
-1.8776724,31.986607,8
65.264046,7.3745723,1
32.896683,18.6789,5
63.857513,58.894245,4
34.329475,77.49958,8
67.58002,12.761889,1
83.72436,-2.0342278,1
-50.890163,-62.54994,2
57.189213,46.569496,4
34.863617,-1.5757073,5
-40.330505,-39.132957,2
30.648966,63.028854,8
-34.079567,-17.68684,3
36.946983,24.570366,5
48.865314,32.324436,4
55.563816,26.356071,4
46.518383,71.786064,4
12.858095,21.307308,5
-87.591576,-45.542435,2
-3.4816298,8.387302,3
-47.57182,-45.55529,2
24.010832,3.724663,5
-93.51764,-1.3626249,6
24.201633,2.5235536,5
68.686455,5.416685,1
5.702395,-58.34384,7
90.14208,-30.955044,1
-1.9429828,-75.33135,7
28.12749,-9.453832,5
43.40457,-27.542496,9
44.02891,68.89807,4
4.242682,-24.000378,7
52.823383,-65.875374,9
22.190498,60.71142,8
2.3812025,31.006292,8
2.1721659,72.10247,8
-4.166686,-8.507931,3
-53.24492,32.679832,0
-93.938805,-5.9360113,6
33.190502,-6.9307218,5
10.301759,-5.6849346,5
4.086328,-17.250288,3
47.230312,17.454618,5
-44.78974,-29.57107,2
-59.700363,-65.51291,2
-54.983006,38.149517,0
-69.66591,-53.721344,2
72.264435,28.680351,4
38.92963,1.6928697,5
-75.11196,-18.084146,6
23.862267,-46.69758,9
-29.344503,37.1317,0
-101.35583,-3.2290673,6
-68.967354,-53.615864,2
-83.39952,4.650774,6
-21.632318,46.105656,0
71.29099,35.55171,4
58.488766,93.88839,4
-89.24185,-47.613033,2
-48.854458,25.689447,0
63.209633,0.4567816,1
17.697859,-47.156338,9
73.965164,-0.31238377,1
102.623245,-15.927509,1
33.253017,-1.5179701,5
50.35205,71.91976,4
-46.860092,-27.687025,2
42.054283,46.574768,4
4.113509,-11.752954,3
38.758076,-61.08619,9
42.07015,-57.71295,9
15.22821,-18.189121,5
-35.257732,-57.119083,7
43.456318,-40.08786,9
-62.742275,28.886297,0
85.8893,51.24131,4
42.273983,-67.471664,9
60.138557,64.90004,4
91.321205,22.730375,1
-82.34718,-9.626837,6
10.341612,35.395264,8
-31.238894,-60.6416,7
-82.06841,-55.388153,2
-21.694689,55.843666,0
-32.837986,-65.37928,7
41.152565,10.454172,5
18.19256,4.736565,5
-63.239235,0.67247033,6
48.001637,38.080494,4
16.486334,39.022938,8
40.313313,-6.0668344,5
-38.248775,0.28767356,3
-11.06685,-37.92429,7
78.32621,22.296457,1
42.185787,6.181762,5
52.273922,-35.66607,9
-59.768154,-32.209545,2
10.165509,46.74802,8
42.18206,-9.635272,5
-56.55987,16.52812,6
-83.57719,31.803123,6
55.696835,22.594603,4
-25.580503,-8.7924795,3
-5.611526,15.572587,3
-16.909105,-6.6044016,3
38.593685,15.441773,5
4.695384,1.8584545,5
-53.181717,-28.380583,2
-53.98968,36.593742,0
-96.72481,-0.9953526,6
3.7329953,8.346817,5
31.88888,-45.801476,9
-29.761044,-48.251705,7
-14.2228985,69.77515,8
87.00766,19.393902,1
8.064532,52.75558,8
2.9188273,31.20999,8
-73.09795,3.8255086,6
-51.561638,61.438328,0
-63.42799,-14.919469,6
-46.09143,32.831196,0
-23.77465,22.190445,0
22.107918,43.556152,8
64.21621,-42.001545,9
-49.241886,9.735487,0
-46.16969,-8.37236,3
32.014465,41.833424,4
73.052666,-32.90998,1
-55.151268,34.72755,0
-11.605839,-58.13482,7
-28.452543,32.819313,0
78.44343,55.52431,4
90.758385,-19.506218,1
46.615154,55.113316,4
35.78186,-39.8873,9
-72.71747,-22.692171,2
-39.74205,43.116814,0
89.69491,6.05604,1
65.31455,-0.11024898,1
-67.51074,-21.2708,2
85.35726,-20.168165,1
2.567007,41.26652,8
87.02028,-38.934364,1
-42.79498,-21.428404,3
36.98581,-38.032906,9
9.621194,-80.45875,7
29.576439,47.762634,8
-22.454407,36.44603,0
37.278683,-46.15256,9
-8.29137,10.929645,3
-82.67416,-8.393793,6
-13.052336,12.907099,3
-36.85743,-39.004105,2
15.143697,15.816149,5
89.55809,48.381176,4
27.51902,-2.0332215,5
17.81735,-17.576317,5
14.968508,-54.631554,7
26.839947,-43.824547,9
2.2613876,-33.771217,7
-51.89438,36.43854,0
36.39664,44.858704,4
82.45094,13.791343,1
-2.1289003,-1.6181237,3
21.90485,12.099968,5
-75.88818,0.04139524,6
-37.515697,14.347274,0
-39.543915,-10.758906,3
-99.20679,-6.329202,6
58.671852,40.079956,4
-45.17848,-35.11652,2
-80.58379,-18.286694,6
18.635296,52.92795,8
-89.46809,-13.937287,6
88.48086,-18.953794,1
-54.84975,-20.514317,2
-62.723457,-45.719353,2
8.973606,-28.382088,7
78.79359,53.05427,4
42.906513,57.456192,4
-93.86968,0.20849994,6
8.138337,25.474215,8
-64.7721,-14.838507,6
-38.937126,-5.2635407,3
-34.73572,-1.280147,3
67.19975,50.135906,4
70.82442,-9.843665,1
25.387657,23.321348,5
-43.81027,50.683273,0
-2.0895302,1.8322556,3
54.34373,-39.27353,9
39.32703,17.341032,5
34.464157,53.927956,4
-80.69774,31.62567,6
-36.52308,-27.034138,3
-7.2160845,23.757126,8
72.69445,-11.580672,1
-3.903699,-10.4557,3
63.64191,-46.35931,9
-41.94995,-16.210958,3
-37.04166,-36.434097,2
-26.206823,-9.480333,3
44.908817,29.9451,4
89.66722,40.337036,4
18.275105,69.11378,8
-81.42846,-22.528273,2
-69.513885,-13.52756,6
45.974937,3.1110957,5
17.165783,18.516678,5
62.17662,65.65493,4
-72.58236,-29.912144,2
-46.26254,-25.074947,2
10.951816,57.540432,8
35.98582,3.9269533,5
-65.785286,39.577263,0
-35.638622,58.42191,0
5.3555837,-24.457872,7
-67.43365,-34.15159,2
-79.06353,-23.97815,2
27.852726,-59.99735,9
18.217978,-7.8364162,5
-67.59288,-41.18708,2
-102.0848,-9.106286,6
90.84859,20.57768,1
43.33937,39.799824,4
-16.774338,30.197424,0
-24.622221,46.69507,0
-11.365069,-48.89708,7
90.06928,-8.145904,1
-28.506506,-21.43315,3
29.682497,3.3698442,5
12.956683,9.144122,5
-8.908543,39.2875,8
4.206762,48.497135,8
30.979376,-47.515247,9
-11.311084,-37.760025,7
-39.368404,2.065085,3
-76.241196,1.752745,6
-0.17355667,-53.90509,7
21.466915,67.61695,8
18.176802,42.155983,8
78.26022,35.554214,4
-35.425346,-56.16844,7
-3.1180153,-67.87387,7
-37.62787,30.464596,0
81.05247,9.484635,1
-48.451122,-7.7554445,3
-67.25825,-17.011131,2
-33.30013,44.15505,0
48.207443,-59.762676,9
44.8692,-3.5329905,5
75.86083,-13.961362,1
-28.974585,-10.6165495,3
-34.36557,-62.75544,7
-28.051252,-32.04949,7
-25.08167,-57.19764,7
60.132725,31.970175,4
-25.053589,-30.282373,3
32.8648,12.5990925,5
14.169703,-7.1157722,5
-2.4618497,43.811146,8
55.71003,9.001957,1
-16.131477,52.637054,8
17.082064,75.0588,8
20.758303,49.73471,8
46.396725,23.976038,4
86.11862,11.901838,1
10.462083,-75.021164,7
30.70098,-50.630344,9
66.38681,53.951942,4
-86.604385,-26.614777,2
20.167673,-2.2330973,5
-6.912734,7.8899164,3
13.337501,10.427865,5
54.365017,1.9590536,1
-1.240991,3.1262622,3
2.0446458,41.513638,8
19.249321,-11.508587,5
49.17792,11.248045,5
45.622944,18.775955,5
-21.70751,4.083227,3
-82.218025,-27.646524,2
-69.25058,-50.350117,2
18.193222,14.866114,5
16.352776,-17.84492,5
100.56429,-10.185005,1
-7.6115003,71.148865,8
25.607122,-11.713046,5
-52.833027,-63.006435,2
65.11724,42.17438,4
-56.558907,-60.327473,2
-19.961695,10.020517,3
79.08981,-20.382284,1
-52.44748,-35.996555,2
23.96303,-58.674698,9
-74.73247,-28.599926,2
-6.11777,-11.5948925,3
47.254303,15.740167,5
-34.766182,-63.624634,7
-6.43277,2.7817597,3
-5.908722,33.17706,8
-60.62077,47.869946,0
-76.56799,11.775985,6
-68.35123,-65.43354,2
-31.573254,57.687653,0
38.828228,57.524277,4
-19.907633,-24.506096,3
11.019688,43.211716,8
-59.20979,-63.722492,2
-92.20214,-3.5927722,6
14.209181,-64.41588,7
-49.757523,56.89083,0
79.664246,-23.034498,1
-44.668694,-56.62826,2
36.96046,64.2092,4
-1.5598332,46.159306,8
-30.787521,16.16818,0
6.704018,44.85896,8
83.38481,-34.085957,1
-79.241776,-32.241695,2
24.359018,-0.91015995,5
-85.579666,-50.619297,2
-12.972771,-66.731255,7
-81.698265,20.54543,6
9.511489,6.981148,5
5.219255,48.02351,8
70.183754,-27.574442,1
27.362144,12.834356,5
63.80381,50.806587,4
87.386505,-6.171042,1
-35.975956,38.75292,0
77.81997,5.855898,1
29.486586,2.8535063,5
-29.996119,-1.5236516,3
42.41606,-17.140308,9
67.54817,2.500501,1
59.56212,51.7524,4
3.7008805,8.172783,5
-43.038868,-48.962807,2
49.42814,9.949217,5
-7.8969812,66.86648,8
86.609955,-7.540933,1
82.756355,-7.188876,1
-30.164276,-19.507353,3
-35.472553,4.5503116,3
15.803617,12.003686,5
10.414833,60.10104,8
37.70723,-2.445966,5
51.633713,36.08374,4
6.168737,8.328388,5
-71.42672,-49.555,2
-26.943153,-1.2693852,3
76.16902,18.911617,1
64.27291,-34.775047,9
-12.805838,-24.76122,3
30.520481,-1.7432623,5
35.910484,-29.96849,9
37.213684,23.298826,5
17.731934,-10.126547,5
-45.20465,-62.3441,2
90.21629,22.680182,1
-28.713602,32.553745,0
-61.76054,-8.163717,6
90.10728,26.174103,1
51.08353,12.773707,5
48.544476,-50.271168,9
-18.132238,5.4114733,3
104.54898,-17.526278,1
19.761395,-35.26579,9
14.998028,26.994328,5
-48.05533,-52.44351,2
-27.59366,-23.657328,3
18.831987,48.046448,8
84.3175,40.92328,4
-8.757423,-73.080605,7
-31.162594,-64.63072,7
-36.981476,-47.133564,7
6.1305537,33.667908,8
13.136567,30.712519,8
-81.58056,-53.896297,2
